Date, ADANIENT ,ADANIPORT,AMBUJACEM, APLLTD ,ASIANPAINT,AXISBANK, BAJAJ AUTO ,BAJAJFINSERV,BAJAJFIN,BOB,BERGERPAINT,BHARTIAIRTEL,BPCL,BRITANIA,CIPLA,DABUR, DIVISLAB , DLF ,DRREDDY,GODREJPROP,HCLTECH,HDFC,HDFCBANK,HEROMOTO,HINDUNILEVER,ICICIBANK,INDSIND BANK,INFOSYS,ITC,JSPL,JSWSTEEL,KOTAKBANK,L&TFIN,LICFINHOU,L&T,LTTS,M&MFIN,MARUTI,PNB,RELIANCE,SBIN,SUNPHARM,TATACOFFEE,TATAMOTORS,TATASTEEL,TCS,TITAN,ULTRATECH CEM,UPL,WIPRO
05-02-2021,594.96,563.01,270.33,919.22,"2,365.04",719.6,"4,089.81","9,719.84","5,529.61",82.5,791.4,581.1,394.47,"3,471.11",847.7,521.75,"3,822.45",305.3,"4,757.06","1,397.15",930.29,"2,696.87","1,590.72","3,412.26","2,253.25",614.15,"1,025.10","1,258.52",222.73,299.2,394.46,"1,982.70",90.5,433.2,"1,499.53","2,714.11",175.2,"7,494.15",40.15,"1,917.58",389.5,629.25,110.39,315.9,670.06,"3,135.73","1,505.84","6,352.10",530.05,425.55
08-02-2021,627.88,578,273.37,926.51,"2,404.94",736.15,"4,095.81","10,018.62","5,488.83",80.95,783,597.3,399.27,"3,404.51",847.25,518.4,"3,781.85",313.05,"4,815.43","1,424.20",941.7,"2,708.61","1,598.33","3,477.74","2,220.58",629.6,"1,035.10","1,289.63",221.54,307.15,409.61,"1,957.15",90.5,437.3,"1,534.43","2,687.15",182.33,"7,574.60",38,"1,945.19",393.42,629.15,109.85,335.95,687.56,"3,191.49","1,538.01","6,368.15",531.83,435.3
09-02-2021,629.43,577.9,269.59,922.91,"2,494.50",742.5,"4,016.01","9,939.24","5,391.59",80.2,792,598.95,398.61,"3,393.44",841.75,525.15,"3,722.75",307,"4,799.87","1,424.60",935.65,"2,722.19","1,604.90","3,482.16","2,200.33",633.35,"1,025.80","1,291.61",217.64,309.75,398.63,"1,949.15",88.55,438.9,"1,548.92","2,655.46",181.99,"7,627.05",39.05,"1,949.88",391.19,623.6,109.05,325.05,683.9,"3,154.55","1,556.17","6,420.40",532.13,439.35
10-02-2021,650.27,572.84,270.93,921.39,"2,498.23",734.8,"4,012.78","10,225.47","5,467.07",79.7,810.6,590.2,395.23,"3,356.63",863.4,524.65,"3,750.35",311.4,"4,780.00","1,464.75",943.37,"2,742.06","1,574.93","3,521.47","2,219.44",632.15,"1,022.80","1,282.66",216.27,311.45,402.84,"1,952.05",90.7,439.25,"1,535.47","2,609.14",188.67,"7,621.70",39.45,"1,967.97",388.66,627.1,107.12,328.9,675.14,"3,190.70","1,559.41","6,392.15",527.98,439
11-02-2021,658.16,587.73,275.91,922.27,"2,493.16",740.1,"4,042.11","10,214.17","5,558.07",77.2,810.8,598.1,401.08,"3,393.78",859.8,535.8,"3,753.85",309.65,"4,780.99","1,481.60",954.14,"2,735.62","1,565.57","3,524.01","2,246.74",630.65,"1,021.90","1,278.85",215.22,315.55,400.98,"1,961.00",93.95,434.5,"1,513.37","2,567.84",195.01,"7,667.35",38.75,"2,049.11",386.58,643.65,107.47,325,679.49,"3,183.45","1,521.05","6,427.15",537.02,437
12-02-2021,718.47,612.31,276.46,951.94,"2,473.85",750.4,"3,997.79","10,276.31","5,568.45",78.35,803.15,586.25,397.42,"3,353.11",848.55,534,"3,719.40",311.75,"4,748.25","1,488.40",944.31,"2,766.24","1,575.13","3,498.38","2,225.45",647.6,"1,027.40","1,295.82",206.67,308.3,396.03,"1,951.05",94.25,442.5,"1,504.32","2,587.00",203.42,"7,568.50",38.8,"2,035.05",389.55,627.15,109.35,325.4,665.6,"3,168.35","1,490.62","6,397.25",529.36,442
15-02-2021,762.94,623.38,282.39,964.16,"2,444.65",794,"3,984.50","10,535.15","5,770.53",79.55,796.6,593.7,398.27,"3,348.94",844.3,527.3,"3,711.05",317.25,"4,666.85","1,509.90",938.65,"2,834.56","1,609.63","3,453.19","2,199.29",673.95,"1,057.60","1,295.67",207.76,308.6,395.93,"1,985.95",98.4,476.05,"1,520.44","2,573.66",216.05,"7,596.65",39.55,"2,026.08",403.23,627.5,108.36,333.35,657.44,"3,117.76","1,481.20","6,407.75",530.99,439.7
16-02-2021,779.68,632.12,283.04,947.01,"2,438.18",775.05,"3,994.70","10,458.06","5,750.96",79.7,794.1,593.95,397.28,"3,321.94",848.35,522.6,"3,686.50",319,"4,653.72","1,522.80",936.34,"2,832.78","1,619.64","3,449.36","2,180.32",658.35,"1,058.25","1,276.62",207.43,332.65,399.8,"2,019.65",98.6,469.8,"1,532.11","2,647.10",218.57,"7,697.05",39.5,"2,052.90",398.67,631.15,108.36,329.2,683.9,"3,086.93","1,468.33","6,457.80",532.47,437.55
17-02-2021,784.93,651.19,285.63,943.76,"2,376.39",777.75,"4,026.45","10,183.18","5,695.95",84.2,777.5,593.85,406.91,"3,297.00",835.7,520.05,"3,615.25",314.9,"4,558.54","1,505.30",927.39,"2,779.96","1,579.66","3,571.38","2,148.36",657.35,"1,033.20","1,267.62",206.95,325.2,400.83,"1,989.45",97.85,470.45,"1,531.02","2,653.86",216.24,"7,503.20",41.7,"2,076.57",407.98,621.25,106.47,330.15,681.55,"3,051.48","1,456.91","6,419.20",532.52,430.2
18-02-2021,807.66,659.43,281.79,931.78,"2,458.58",777,"3,977.88","10,196.48","5,554.38",95.65,775.8,589.05,427.17,"3,292.54",825.45,520.05,"3,587.65",306.25,"4,574.79","1,505.30",932.21,"2,720.31","1,547.60","3,510.44","2,131.43",644.65,"1,046.05","1,278.65",208,327.85,399.8,"1,945.45",101.95,478.85,"1,507.54","2,645.46",216.44,"7,497.55",43.8,"2,061.07",411.4,616.05,106.33,323.85,682.48,"3,035.84","1,429.57","6,325.85",534.55,432.95
19-02-2021,781.38,648.95,274.32,889.36,"2,404.55",749.65,"3,867.36","10,247.97","5,489.08",91.2,789.5,581.35,425,"3,264.85",807.35,513.45,"3,523.20",300.6,"4,638.71","1,523.25",934.23,"2,716.49","1,532.47","3,377.76","2,165.43",624.05,"1,065.90","1,277.51",205.24,321.5,388.03,"1,938.75",99.85,449.3,"1,491.91","2,629.93",206.49,"7,323.00",42.05,"2,073.63",395.89,607.3,104.49,311.85,656.02,"3,050.24","1,422.14","6,208.50",546.16,429.95
22-02-2021,805.37,669.11,266,875.41,"2,375.29",719.45,"3,838.79","9,998.18","5,368.18",89.55,794.15,570.3,417.64,"3,274.65",792.45,500.35,"3,496.65",294.1,"4,428.44","1,444.60",904.73,"2,627.95","1,541.33","3,402.12","2,152.03",609.85,"1,022.90","1,251.69",201.45,321.65,398.28,"1,949.60",95.85,428.15,"1,435.95","2,524.06",205.16,"7,086.45",41.05,"2,001.66",385.94,595.3,103.5,304.5,669.57,"2,937.64","1,401.89","6,175.10",533.26,418.7
23-02-2021,799.12,657.39,263.76,879.4,"2,360.51",715.95,"3,781.48","10,006.22","5,375.01",86.85,805.25,565.55,430.19,"3,269.50",790.95,500.05,"3,448.25",305.4,"4,454.11","1,496.25",894.7,"2,604.81","1,522.56","3,393.45","2,163.60",616.3,"1,048.30","1,252.83",202.86,336.9,404.66,"1,872.95",98.75,429.75,"1,469.67","2,448.14",207.04,"6,970.50",41,"2,016.96",391.98,604.05,107.52,324,713.34,"2,959.24","1,420.64","6,268.45",559.59,415.5
24-02-2021,804.67,660.57,267.45,869.84,"2,349.72",749.4,"3,800.42","10,197.13","5,553.93",88.35,773.4,572.95,433.6,"3,337.72",789.05,503.65,"3,480.05",313.2,"4,395.05","1,494.10",900.65,"2,683.24","1,599.53","3,429.48","2,163.20",641.1,"1,070.00","1,260.70",203.2,338.15,400.24,"1,911.20",103.05,443.5,"1,509.51","2,482.67",210.75,"6,952.95",41.8,"2,054.39",402.53,601.45,111.04,321.65,711.77,"2,927.36","1,448.38","6,414.55",547.29,423.1
25-02-2021,842.94,699.4,278.7,884.38,"2,362.06",770.65,"3,812.94","10,261.96","5,521.03",89.95,748.45,579.15,456.18,"3,337.18",809.15,509.05,"3,440.05",314.7,"4,439.24","1,550.35",913.68,"2,660.40","1,599.48","3,422.30","2,147.76",628,"1,109.75","1,260.94",203.49,344.9,413.63,"1,895.50",106.25,451.25,"1,489.59","2,607.84",216.89,"6,930.35",41.9,"2,137.47",403.52,609.55,117.53,333.15,726.64,"2,974.23","1,431.02","6,383.30",585.87,421.3
26-02-2021,833.1,671.2,272.53,907.44,"2,265.98",724.8,"3,671.72","9,646.26","5,256.41",85.4,732.2,556.3,444.62,"3,296.75",787.05,503.1,"3,363.10",302.5,"4,386.13","1,540.55",894.21,"2,516.42","1,527.79","3,212.64","2,116.73",597.75,"1,062.95","1,239.92",198.33,335.9,387.84,"1,780.35",104.9,429.5,"1,426.36","2,554.96",201.69,"6,866.15",40.85,"2,079.11",386.58,594.6,128.94,322.95,699.5,"2,873.94","1,403.53","6,115.00",554.8,410.3
01-03-2021,850.94,688.08,276.91,910.89,"2,350.66",728.55,"3,686.56","9,771.68","5,258.30",83.35,731.45,532.2,449.96,"3,343.84",789.8,505.85,"3,461.55",307.3,"4,412.74","1,539.95",914.76,"2,582.41","1,552.18","3,338.40","2,128.00",608.35,"1,067.95","1,253.47",201.3,345.4,397.3,"1,845.40",107.2,433.2,"1,456.37","2,565.26",204.02,"7,015.00",40.8,"2,094.96",391.34,604.45,130.67,328.3,714.41,"2,903.63","1,448.67","6,365.05",583.5,414.4
02-03-2021,871.97,715.49,277.81,921.73,"2,378.62",731.25,"3,812.21","9,874.61","5,307.72",83.3,706.85,541.2,463.55,"3,379.27",811.8,511.25,"3,516.90",313.6,"4,364.48","1,508.45",937.77,"2,540.79","1,561.44","3,464.15","2,162.30",610.5,"1,073.35","1,290.57",204.22,338.3,405.34,"1,844.65",107,441.45,"1,469.02","2,716.25",205.45,"7,214.10",41,"2,099.25",390.59,614.2,127.25,345.75,719.4,"2,985.20","1,467.63","6,423.10",582.36,430.4
03-03-2021,914.74,724.77,281.1,916.21,"2,390.27",753.95,"3,770.70","10,393.08","5,533.96",85.6,720.85,546.3,460.93,"3,411.81",812.5,518.1,"3,565.15",324.2,"4,461.44","1,524.50",949.07,"2,630.87","1,580.01","3,412.29","2,177.74",632.1,"1,099.75","1,329.21",204.27,349.55,419.91,"1,899.50",112.3,464.3,"1,480.15","2,698.89",211.89,"7,124.70",43.55,"2,195.04",401.34,624.35,130.97,348.5,760.14,"3,037.58","1,471.07","6,500.50",606.22,435.5
04-03-2021,917.79,747.22,290.96,909.36,"2,405.19",736.8,"3,749.39","10,127.49","5,477.05",85.8,724.45,539.6,458.51,"3,432.15",806.75,524.2,"3,553.45",326.4,"4,533.28","1,525.60",941.95,"2,559.57","1,545.36","3,407.80","2,181.12",620.75,"1,091.95","1,316.15",204.03,336.55,406.13,"1,897.70",109.65,454.2,"1,446.23","2,675.46",209.66,"7,131.60",43.6,"2,168.87",392.03,618.95,133.45,339.2,741.36,"3,028.25","1,466.98","6,775.55",608.05,438.8
05-03-2021,909.3,743.74,283.79,903.75,"2,375.34",730.75,"3,724.06","9,955.69","5,436.12",80.65,728.95,532.8,456.43,"3,422.20",805.15,524.4,"3,496.90",318.1,"4,451.48","1,497.65",925.72,"2,520.88","1,523.41","3,449.51","2,185.29",609.45,"1,039.90","1,302.64",202.91,322.35,398.58,"1,922.50",106.8,436.25,"1,447.17","2,609.63",201.19,"7,249.00",41.7,"2,171.71",380.14,611.2,127.4,325.15,717.25,"2,986.89","1,470.67","6,810.30",584.44,420.85
08-03-2021,909.6,743.19,284.73,914.09,"2,370.96",743.3,"3,671.77","9,836.71","5,312.07",81.2,733.8,525.7,461.27,"3,394.22",809.25,528.65,"3,507.70",316.25,"4,451.23","1,483.50",945.78,"2,487.53","1,512.95","3,451.75","2,158.93",608.05,"1,018.25","1,321.49",202.37,324.05,400,"1,915.85",108.8,432.15,"1,498.24","2,701.77",199.51,"7,259.50",41.75,"2,184.07",386.04,614.8,126.66,321.25,721.11,"2,985.80","1,453.26","6,668.15",622.38,416.9
09-03-2021,904.6,745.53,290.01,924.64,"2,410.77",745.45,"3,671.77","9,966.73","5,406.31",80.3,730.15,521.75,440.71,"3,358.50",797,525.75,"3,503.20",311.4,"4,407.68","1,463.05",956.84,"2,553.97","1,555.77","3,436.70","2,182.71",625.1,"1,024.80","1,331.19",202.18,312.85,393.87,"1,978.95",105.55,429.05,"1,491.42","2,726.70",206.59,"7,301.55",41.6,"2,184.02",384.05,612.6,125.17,315.2,691.28,"3,029.49","1,453.41","6,697.40",617.39,419.2
10-03-2021,897.55,740.16,290.96,920.94,"2,419.97",760.75,"3,738.27","9,989.03","5,536.10",80,751.95,525.85,440.32,"3,411.03",812.4,531.15,"3,528.10",314.25,"4,459.31","1,463.35",971.93,"2,576.27","1,549.05","3,407.31","2,211.85",625.6,"1,039.85","1,353.54",200.91,320.35,406.03,"1,963.95",106,433.15,"1,507.14","2,746.25",209.46,"7,272.10",41.5,"2,174.95",384.15,626,125.57,321.45,708.64,"3,049.35","1,467.73","6,764.05",613.83,426.7
12-03-2021,893.51,723.08,288.47,926.31,"2,389.52",750.6,"3,621.17","9,931.69","5,548.88",77.35,762.15,524.2,452.23,"3,365.85",805.95,523.45,"3,512.05",308.5,"4,386.08","1,450.05",962.84,"2,544.76","1,545.26","3,338.75","2,188.91",612.85,"1,022.65","1,360.17",199.65,317.65,410.69,"1,935.15",105.3,429.95,"1,497.05","2,728.14",206.84,"7,096.20",41.05,"2,130.75",377.61,613.6,130.63,317.55,704.19,"3,036.44","1,478.95","6,638.15",612.84,425.2
15-03-2021,895.61,714.05,282.64,903.8,"2,343.40",744.4,"3,542.15","9,686.70","5,430.28",78.85,762.8,522.85,455.19,"3,381.67",805.5,526.1,"3,411.00",304.25,"4,302.60","1,429.30",975.72,"2,512.55","1,522.06","3,252.65","2,194.97",603.5,"1,038.65","1,358.94",199.89,326.1,421.38,"1,918.65",102.75,419.8,"1,467.14","2,721.13",204.36,"7,089.30",40.8,"2,102.14",380.39,605.5,127.25,318.55,720.28,"3,044.58","1,488.63","6,561.45",613.88,426.35
16-03-2021,897.2,712.36,284.53,910.2,"2,456.44",737.75,"3,532.29","9,610.97","5,447.15",78.85,771.75,529.3,448.57,"3,419.60",792.3,529.1,"3,378.25",304.2,"4,409.07","1,421.30",990.37,"2,487.68","1,505.63","3,243.58","2,227.93",594.95,"1,034.70","1,369.22",202.23,323.55,417.75,"1,903.20",105.7,430.05,"1,445.44","2,767.10",208.87,"7,150.30",39.8,"2,093.86",375.09,602.3,126.21,319.95,708.2,"3,088.17","1,497.36","6,639.95",612.79,429.3
17-03-2021,873.32,683.46,279.85,889.11,"2,411.01",727.9,"3,450.28","9,522.79","5,351.15",74.85,770.35,522.9,427.03,"3,398.83",772.15,527.55,"3,378.30",291.15,"4,316.08","1,389.90",970.9,"2,492.78","1,488.91","3,179.31","2,210.31",589.5,"1,008.95","1,372.19",204.9,308.75,414.37,"1,868.35",101.7,417.15,"1,421.56","2,576.60",201.44,"7,064.65",38.4,"2,048.76",364.78,584.75,120.36,305.8,688.98,"3,091.05","1,469.03","6,520.25",601.88,419.65
18-03-2021,870.47,674.92,280.05,874.82,"2,392.71",718.75,"3,542.01","9,427.86","5,363.18",71.95,764.05,527.2,421.94,"3,371.14",755.15,521.9,"3,272.90",288.2,"4,174.28","1,346.05",931.87,"2,491.84","1,484.57","3,096.26","2,199.29",578.6,"1,002.80","1,322.83",211.76,309.35,415,"1,830.40",98.9,408.2,"1,412.12","2,536.35",200.11,"7,113.75",37.7,"2,002.66",363.74,574.55,118.33,307,689.42,"3,015.14","1,464.69","6,510.05",594.07,410.15
19-03-2021,889.06,681.48,283.45,874.72,"2,399.37",726.25,"3,528.04","9,438.36","5,444.45",73.7,759.55,529.95,427.92,"3,397.55",760.65,524.8,"3,370.30",287.4,"4,235.42","1,317.75",944.35,"2,508.74","1,491.05","3,108.16","2,295.44",586.65,"1,011.90","1,330.10",216.92,313.05,432.07,"1,834.15",101.6,416.45,"1,395.45","2,579.53",212.98,"7,113.55",38.45,"2,075.32",367.75,578.3,116.49,308.95,716.96,"3,028.74","1,461.94","6,672.00",617.93,410.5
22-03-2021,990.39,716.88,295.6,902.96,"2,413.75",716.2,"3,542.25","9,403.57","5,380.66",72.45,752.25,528,434.24,"3,493.40",772.85,533.5,"3,405.95",292.3,"4,314.20","1,412.00",962.35,"2,508.94","1,462.82","3,084.95","2,336.30",573.45,968.15,"1,356.17",219.88,320.95,436.73,"1,822.65",99.35,414.5,"1,384.38","2,583.46",209.41,"7,101.25",37.95,"2,055.79",363.64,591,115.55,303.05,727.23,"3,107.63","1,456.81","6,728.00",620.6,414.45
23-03-2021,"1,057.70",733.41,304.45,919.37,"2,398.43",730.55,"3,555.39","9,402.92","5,370.12",74.25,758.7,529.25,431.42,"3,497.32",776.1,533.25,"3,495.95",297.95,"4,332.33","1,439.80",964.41,"2,487.18","1,493.69","3,056.65","2,320.51",586.4,990.05,"1,356.91",216.19,315.65,433.29,"1,812.65",100.6,418.1,"1,388.63","2,558.39",208.18,"7,186.25",38.75,"2,080.81",369.29,587.85,125.07,307.4,724.93,"3,120.49","1,491.77","6,939.10",625.74,415.5
24-03-2021,"1,024.77",701.93,303.8,923.26,"2,431.51",706.4,"3,483.09","9,199.82","5,261.80",71.8,741.25,523.65,424.95,"3,467.28",792.95,529.05,"3,481.15",284.15,"4,310.78","1,393.90",959.3,"2,443.43","1,472.43","3,023.16","2,301.94",567.5,958.7,"1,339.30",210.11,306.9,428.93,"1,782.45",96.65,409.3,"1,353.83","2,486.20",200.5,"7,066.20",37,"2,040.74",356.56,585.3,119.07,294.45,687.42,"3,099.14","1,484.59","6,858.65",601.53,411
25-03-2021,980.9,683.46,294.1,912.96,"2,390.37",694.6,"3,384.55","9,055.35","5,113.94",70.05,729.85,507.75,418.95,"3,375.26",787.25,517.35,"3,450.20",277,"4,340.55","1,332.10",941.01,"2,448.39","1,457.04","2,931.29","2,220.98",571.55,957.8,"1,319.56",205.87,309.25,429.57,"1,762.90",93.85,412.8,"1,355.75","2,480.18",194.12,"6,786.85",35.5,"1,985.06",351.95,575.75,115.25,285.55,707.32,"3,043.29","1,447.38","6,666.50",588.49,399.65
26-03-2021,987.64,698.16,294.9,922.13,"2,492.81",698.2,"3,479.71","9,465.16","5,174.69",70.75,721.7,522.5,424.2,"3,434.79",787.45,529.8,"3,464.95",279.2,"4,365.77","1,366.85",942.49,"2,509.83","1,484.87","2,927.45","2,301.25",578.55,952.75,"1,321.93",205.19,324.2,436.63,"1,771.05",94.9,419.8,"1,382.65","2,536.00",204.86,"6,784.45",36,"1,988.25",353.93,587.2,120.16,296.4,750.06,"3,045.23","1,502.25","6,735.25",578.36,403.9
30-03-2021,"1,030.87",705.61,299.85,941.69,"2,565.35",695.35,"3,544.13","9,500.05","5,185.17",72.25,724.75,521.5,430.8,"3,543.98",812.2,538,"3,584.25",279.3,"4,476.95","1,352.20",979.11,"2,582.07","1,547.00","2,953.41","2,381.52",591.45,961.05,"1,370.51",208.74,336.45,458.45,"1,781.25",95.65,420.55,"1,407.62","2,627.54",197.93,"6,851.80",36.15,"2,022.79",357.5,597.7,120.91,297.05,782.49,"3,136.33","1,548.49","6,785.60",620.4,418.1
31-03-2021,"1,030.47",697.51,308.85,951,"2,524.90",697.45,"3,547.90","9,666.26","5,141.54",74.1,722.9,517.3,427.95,"3,552.85",815.1,540.5,"3,622.80",287.05,"4,474.77","1,406.75",966.18,"2,475.49","1,487.21","2,903.34","2,414.03",582.1,954.45,"1,353.45",212.59,343.6,459.43,"1,753.00",95.85,428.2,"1,403.02","2,640.73",196.99,"6,859.20",36.65,"1,996.68",360.97,597.8,118.97,301.8,794.08,"3,155.49","1,554.32","6,737.95",634.14,414.15
01-04-2021,"1,106.47",731.13,311,972.88,"2,539.18",713,"3,617.93","9,787.13","5,263.64",75.6,679.85,520.8,437.4,"3,546.43",818.3,538.65,"3,616.10",291.8,"4,545.76","1,391.35",985.8,"2,508.54","1,480.34","2,945.69","2,381.87",594.4,993.3,"1,370.41",214.1,370.9,498.96,"1,804.55",99.5,432.85,"1,428.43","2,707.10",202.28,"6,923.90",38.2,"2,015.37",367.26,610.75,121.85,307.75,844.16,"3,142.73","1,555.62","6,898.85",645.74,416.4
05-04-2021,"1,137.49",737.09,306.05,960.07,"2,498.28",685.25,"3,478.21","9,479.35","4,954.49",72.7,718.75,528.25,428.05,"3,626.65",819.75,537,"3,611.05",276.75,"4,515.00","1,352.10","1,016.18","2,423.71","1,443.35","2,876.73","2,356.15",571.25,937.35,"1,394.85",206.8,382.85,507.54,"1,759.20",95.3,418.45,"1,388.09","2,746.30",193.57,"6,768.55",36.95,"1,986.21",350.32,608.8,120.11,305.05,848.76,"3,216.11","1,531.33","6,795.80",638.48,425.45
06-04-2021,"1,224.59",829.74,305.5,958.64,"2,598.74",677.9,"3,494.65","9,517.19","4,985.04",72.85,713.3,532.2,428.1,"3,656.29",836.15,546.95,"3,688.10",278.8,"4,577.07","1,371.00","1,011.17","2,449.93","1,434.04","2,877.78","2,391.00",565.9,927.25,"1,395.99",206.9,388.85,527.1,"1,768.30",96,419.5,"1,385.32","2,732.22",196.54,"6,751.30",37.05,"1,977.94",347.34,620.45,123.88,307.75,843.96,"3,241.73","1,521.85","6,736.65",653.4,427.15
07-04-2021,"1,164.78",809.08,308.65,960.51,"2,615.65",688.25,"3,557.18","9,537.29","5,068.91",74.1,731.55,541.6,428.2,"3,732.69",840.85,553.2,"3,698.95",283.1,"4,649.80","1,368.65","1,019.82","2,460.23","1,440.96","2,931.24","2,387.97",577.65,945.55,"1,414.93",208.01,388.8,551.48,"1,792.00",98.3,418.9,"1,388.43","2,826.65",195.8,"6,865.00",37.6,"1,996.43",355.27,621.05,126.51,307.8,855.7,"3,248.39","1,510.48","6,760.05",646.58,438
08-04-2021,"1,161.73",817.27,320.8,958.99,"2,637.59",681.6,"3,527.80","9,652.46","5,021.39",73.5,730.8,543,430.55,"3,802.63",842,559.15,"3,715.15",280.45,"4,646.24","1,385.55","1,020.11","2,479.90","1,426.63","2,917.69","2,392.59",576.7,934.9,"1,424.48",207.48,415.65,602.28,"1,783.25",98.85,419.8,"1,403.27","2,852.92",193.17,"6,826.85",37.45,"1,998.92",352.35,614.25,125.47,313.95,898.3,"3,294.01","1,567.54","6,971.25",643.77,442.1
09-04-2021,"1,200.60",817.87,316.35,999.34,"2,617.84",668.2,"3,529.25","9,626.72","4,864.44",74,729.55,545.25,425.6,"3,783.65",883.05,560.5,"3,752.35",279.55,"4,716.83","1,362.10","1,027.88","2,491.15","1,415.62","2,902.64","2,458.21",566.2,923.65,"1,425.67",207.33,412.35,609.05,"1,799.25",98.05,415.7,"1,388.38","2,897.40",191,"6,827.10",37.85,"1,975.69",349.77,636.75,124.57,318.2,879.81,"3,298.88","1,588.19","6,825.85",627.27,450.1
12-04-2021,"1,073.69",739.47,304.3,946.57,"2,589.38",635.6,"3,422.64","9,160.93","4,503.72",66.1,712.5,522.45,403.95,"3,798.65",902.4,554.75,"3,779.65",246.6,"4,951.32","1,269.45",992.48,"2,397.95","1,361.16","2,776.29","2,444.31",538.55,844.4,"1,410.53",199.74,389,592.52,"1,742.50",88.6,383.15,"1,330.09","2,824.61",169.26,"6,520.60",33.95,"1,905.02",325.84,619.35,116.49,286.55,832.91,"3,223.71","1,506.84","6,509.40",582.46,432.6
13-04-2021,"1,105.62",725.96,302.3,961.7,"2,558.04",661,"3,482.03","9,804.32","4,721.12",68.9,715,536.15,409.4,"3,732.14",885.2,560.25,"3,718.45",255.7,"4,733.68","1,304.00",966.92,"2,490.21","1,394.32","2,855.26","2,436.77",560.6,877.4,"1,382.23",203.05,409.45,618.22,"1,775.85",94.75,394.15,"1,358.33","2,676.00",174.96,"6,815.80",35.1,"1,925.61",337.88,627.35,116.59,302.85,859.76,"3,082.21","1,526.94","6,604.45",597.33,418.95
15-04-2021,"1,129.20",745.13,295.2,958.54,"2,574.95",668.85,"3,477.25","9,737.34","4,652.78",68.3,730.35,539.35,404.85,"3,679.04",914.2,572.05,"3,783.40",248,"4,801.31","1,347.75",975.28,"2,524.10","1,423.94","2,852.47","2,442.97",575.2,858.35,"1,346.22",201.11,414.3,616.99,"1,773.25",93.55,389.9,"1,359.26","2,743.17",172.13,"6,644.25",34.75,"1,938.07",339.56,633.25,115.5,303.5,878.54,"3,196.31","1,534.87","6,539.30",600.05,430.7
16-04-2021,"1,158.23",750.24,300.7,986.73,"2,650.58",669.2,"3,513.16","9,822.37","4,609.15",67.35,717.25,540.75,413.8,"3,682.83",938.05,575,"3,821.85",252.45,"4,848.57","1,336.90",995.78,"2,550.75","1,422.49","2,884.65","2,441.24",566.95,862.95,"1,339.30",202.32,414,607.48,"1,764.10",93.2,392.3,"1,343.94","2,712.02",170.2,"6,648.10",34.8,"1,925.90",336.79,646.05,118.08,310,870.76,"3,172.67","1,545.34","6,715.20",604.4,469.2
19-04-2021,"1,135.60",715.93,300.95,983.82,"2,559.23",648.15,"3,398.04","9,467.60","4,472.37",63.8,718.2,526.45,408.75,"3,728.95",946.3,569.2,"3,807.10",236.8,"4,922.74","1,302.95",977.93,"2,469.79","1,406.31","2,775.74","2,419.15",559.75,832,"1,348.00",200.04,413.8,603.95,"1,700.75",88.55,379.05,"1,295.78","2,673.62",163.87,"6,511.75",33.15,"1,895.60",328.12,640.65,113.52,301.4,868.61,"3,139.56","1,515.07","6,509.75",590.27,472.75
20-04-2021,"1,141.99",715.44,295.7,981.41,"2,541.07",651.75,"3,480.53","9,817.02","4,606.21",63.25,727.55,530.2,408.1,"3,716.10",949.3,569,"3,779.70",234.4,"5,109.67","1,327.55",945.19,"2,394.04","1,385.40","2,813.75","2,380.23",559.1,845,"1,336.92",198.04,431.55,608.65,"1,697.70",90.75,382.55,"1,316.60","2,595.70",168.72,"6,646.65",33.7,"1,895.05",326.49,645.15,114.85,298.05,874.43,"3,122.43","1,519.26","6,200.85",584.64,470.1
22-04-2021,"1,157.03",732.67,295.6,990.38,"2,498.88",658.7,"3,558.34","9,851.46","4,681.14",63.05,714.75,530.85,418.35,"3,738.12",944.35,566.15,"3,755.25",247,"5,152.37","1,330.25",945.78,"2,457.26","1,416.37","2,841.11","2,332.52",579.2,835.7,"1,336.68",200.33,441.6,628.41,"1,736.05",90.45,386.85,"1,321.84","2,539.04",172.98,"6,650.10",33.9,"1,900.29",333.57,639.95,115.15,294.55,901.23,"3,096.86","1,477.31","6,092.30",584.49,486.65
23-04-2021,"1,156.83",720.3,295.2,983.62,"2,505.55",671.35,"3,549.74","9,914.25","4,660.27",62.95,704.9,522.6,423.05,"3,636.80",935.6,559.95,"3,779.75",241.95,"5,020.44","1,312.95",939.64,"2,474.75","1,408.06","2,853.96","2,291.17",569.95,850,"1,319.56",199.79,437.05,623.17,"1,734.20",89.9,391.6,"1,308.09","2,629.58",177.13,"6,676.10",34,"1,898.24",333.37,637.95,124.03,294,905.34,"3,087.63","1,457.95","6,067.90",578.36,475.7
26-04-2021,"1,172.57",725.67,303.35,986.43,"2,545.30",700.45,"3,613.87","9,999.33","4,728.91",63.55,725.7,527.55,418.9,"3,526.11",905.4,541.3,"3,784.35",246.8,"5,020.44","1,366.25",913.24,"2,487.09","1,398.75","2,854.46","2,343.69",591.1,859.55,"1,329.21",199.74,442.95,643.18,"1,759.65",87.7,397.45,"1,320.95","2,607.89",161.64,"6,638.90",34.45,"1,931.64",341.15,634.7,125.67,295.4,920.16,"3,078.99","1,476.31","6,275.90",583.55,480.3
